ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020015190	protein_coding	EXOC4	exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]	NA
ENSAPLG00020015191	protein_coding			NA
ENSAPLG00020015192	protein_coding	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:NCBI gene;Acc:101789523]	101789523
ENSAPLG00020015193	protein_coding	PMS1	PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]	NA
ENSAPLG00020015194	protein_coding	PLCH1	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	NA
ENSAPLG00020015195	protein_coding	CC2D1B	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]	NA
ENSAPLG00020015196	protein_coding	C3orf33	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]	NA
ENSAPLG00020015197	protein_coding		EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]	NA
ENSAPLG00020015198	protein_coding	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]	NA
ENSAPLG00020015199	protein_coding			NA
ENSAPLG00020015200	protein_coding	OSGEPL1	O-sialoglycoprotein endopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23075]	NA
ENSAPLG00020015201	protein_coding			NA
ENSAPLG00020015202	protein_coding	ORC1	origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]	NA
ENSAPLG00020015203	protein_coding			NA
ENSAPLG00020015204	protein_coding	GMPS	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]	NA
ENSAPLG00020015205	protein_coding			NA
ENSAPLG00020015206	protein_coding			NA
ENSAPLG00020015207	protein_coding	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]	NA
ENSAPLG00020015208	protein_coding	SSR3	signal sequence receptor subunit 3 [Source:NCBI gene;Acc:101800746]	101800746
ENSAPLG00020015209	protein_coding	TIPARP	TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]	NA
ENSAPLG00020015210	lncRNA			NA
ENSAPLG00020015211	protein_coding			NA
ENSAPLG00020015212	lncRNA			NA
ENSAPLG00020015213	protein_coding			NA
ENSAPLG00020015214	protein_coding	PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	NA
ENSAPLG00020015215	protein_coding	CCNL1	cyclin L1 [Source:NCBI gene;Acc:101801565]	101801565
ENSAPLG00020015216	protein_coding	VEPH1	ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]	NA
ENSAPLG00020015217	protein_coding	GNL3	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]	NA
ENSAPLG00020015218	snoRNA	SNORD19	small nucleolar RNA, C/D box 19 [Source:HGNC Symbol;Acc:HGNC:32717]	NA
ENSAPLG00020015219	snoRNA			NA
ENSAPLG00020015220	snoRNA	SNORD69	small nucleolar RNA, C/D box 69 [Source:HGNC Symbol;Acc:HGNC:32730]	NA
ENSAPLG00020015221	protein_coding	PTX3	pentraxin 3 [Source:NCBI gene;Acc:101799013]	101799013
ENSAPLG00020015222	snoRNA			NA
ENSAPLG00020015223	protein_coding			NA
ENSAPLG00020015224	protein_coding			NA
ENSAPLG00020015225	protein_coding	PRPF38A	pre-mRNA processing factor 38A [Source:NCBI gene;Acc:101803332]	101803332
ENSAPLG00020015226	protein_coding			NA
ENSAPLG00020015227	protein_coding			NA
ENSAPLG00020015228	protein_coding	TUT4	terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]	NA
ENSAPLG00020015229	protein_coding			NA
ENSAPLG00020015230	protein_coding			NA
ENSAPLG00020015231	protein_coding			NA
ENSAPLG00020015232	protein_coding			NA
ENSAPLG00020015233	protein_coding			NA
ENSAPLG00020015234	pseudogene			NA
ENSAPLG00020015235	protein_coding			NA
ENSAPLG00020015236	lncRNA			NA
ENSAPLG00020015237	protein_coding		olfactory receptor 6M1 [Source:NCBI gene;Acc:101801292]	101801292
ENSAPLG00020015238	lncRNA			NA
ENSAPLG00020015239	pseudogene			NA
ENSAPLG00020015240	protein_coding			NA
ENSAPLG00020015241	protein_coding	MTO1	mitochondrial tRNA translation optimization 1 [Source:NCBI gene;Acc:101797570]	101797570
ENSAPLG00020015242	protein_coding			NA
ENSAPLG00020015243	protein_coding			NA
ENSAPLG00020015244	pseudogene			NA
ENSAPLG00020015245	processed_pseudogene			NA
ENSAPLG00020015246	lncRNA			NA
ENSAPLG00020015247	protein_coding			NA
ENSAPLG00020015248	protein_coding			NA
ENSAPLG00020015249	protein_coding	PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]	NA
ENSAPLG00020015250	protein_coding	PAQR9	progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]	NA
ENSAPLG00020015251	protein_coding			NA
ENSAPLG00020015252	protein_coding	U2SURP	U2 snRNP associated SURP domain containing [Source:NCBI gene;Acc:101799091]	101799091
ENSAPLG00020015253	protein_coding			NA
ENSAPLG00020015254	protein_coding			NA
ENSAPLG00020015255	pseudogene			NA
ENSAPLG00020015256	protein_coding	CHST2	carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]	NA
ENSAPLG00020015257	protein_coding		p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]	NA
ENSAPLG00020015258	protein_coding			NA
ENSAPLG00020015259	protein_coding	SLC9A9	solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]	NA
ENSAPLG00020015260	protein_coding	NFKBIB	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]	NA
ENSAPLG00020015261	protein_coding		podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	NA
ENSAPLG00020015262	pseudogene			NA
ENSAPLG00020015263	protein_coding	MKLN1	muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]	NA
ENSAPLG00020015264	miRNA			NA
ENSAPLG00020015265	protein_coding			NA
ENSAPLG00020015266	protein_coding			NA
ENSAPLG00020015267	protein_coding		Anas platyrhynchos interleukin-2 receptor subunit alpha-like (LOC101789606), mRNA. [Source:RefSeq mRNA;Acc:NM_001310816]	101789606
ENSAPLG00020015268	protein_coding	RBM17	RNA binding motif protein 17 [Source:NCBI gene;Acc:101791010]	101791010
ENSAPLG00020015269	protein_coding			NA
ENSAPLG00020015270	protein_coding		olfactory receptor 14A16-like [Source:NCBI gene;Acc:113842036]	113840729
ENSAPLG00020015270	protein_coding		olfactory receptor 14A16-like [Source:NCBI gene;Acc:113842036]	113842036
ENSAPLG00020015271	protein_coding			NA
ENSAPLG00020015272	protein_coding			NA
ENSAPLG00020015273	protein_coding	CACNA1S	calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]	NA
ENSAPLG00020015274	pseudogene			NA
ENSAPLG00020015275	protein_coding			NA
ENSAPLG00020015276	protein_coding			NA
ENSAPLG00020015277	protein_coding			NA
ENSAPLG00020015278	protein_coding			NA
ENSAPLG00020015279	pseudogene			NA
ENSAPLG00020015280	protein_coding			NA
ENSAPLG00020015281	protein_coding			NA
ENSAPLG00020015282	protein_coding			NA
ENSAPLG00020015283	protein_coding			NA
ENSAPLG00020015284	protein_coding			NA
ENSAPLG00020015285	protein_coding			NA
ENSAPLG00020015286	protein_coding			NA
ENSAPLG00020015287	protein_coding			NA
ENSAPLG00020015288	protein_coding			NA
ENSAPLG00020015289	protein_coding			NA
ENSAPLG00020015290	protein_coding			NA
ENSAPLG00020015291	protein_coding			NA
ENSAPLG00020015292	protein_coding			NA
ENSAPLG00020015293	protein_coding			NA
ENSAPLG00020015294	protein_coding			NA
ENSAPLG00020015295	protein_coding			NA
ENSAPLG00020015296	protein_coding			NA
ENSAPLG00020015297	protein_coding			NA
ENSAPLG00020015298	protein_coding			NA
ENSAPLG00020015299	protein_coding			NA
ENSAPLG00020015300	protein_coding	ANKK1	ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]	NA
ENSAPLG00020015301	protein_coding	DRD2	dopamine receptor D2 [Source:NCBI gene;Acc:101804061]	101804061
ENSAPLG00020015302	protein_coding			NA
ENSAPLG00020015303	protein_coding	ZW10	zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]	NA
ENSAPLG00020015304	protein_coding			NA
ENSAPLG00020015305	protein_coding	CD3E	CD3e molecule [Source:HGNC Symbol;Acc:HGNC:1674]	NA
ENSAPLG00020015306	protein_coding	MPZL2	myelin protein zero like 2 [Source:NCBI gene;Acc:101793261]	101793261
ENSAPLG00020015307	protein_coding	MPZL3	myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]	NA
ENSAPLG00020015308	protein_coding		junction adhesion molecule like [Source:NCBI gene;Acc:101793446]	101793446
ENSAPLG00020015309	protein_coding			NA
ENSAPLG00020015310	protein_coding	SCN4B	sodium voltage-gated channel beta subunit 4 [Source:NCBI gene;Acc:101795249]	101795249
ENSAPLG00020015311	protein_coding			NA
ENSAPLG00020015312	protein_coding	IL10RA	interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]	NA
ENSAPLG00020015313	protein_coding	TMPRSS13	transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]	NA
ENSAPLG00020015314	protein_coding	FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]	NA
ENSAPLG00020015315	lncRNA			NA
ENSAPLG00020015316	protein_coding			NA
ENSAPLG00020015317	protein_coding	DSCAML1	DS cell adhesion molecule like 1 [Source:NCBI gene;Acc:101796006]	101796006
ENSAPLG00020015318	protein_coding	REG4	regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977]	NA
ENSAPLG00020015319	protein_coding	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]	NA
ENSAPLG00020015320	lncRNA			NA
ENSAPLG00020015321	protein_coding			NA
ENSAPLG00020015322	protein_coding		divergent protein kinase domain 2A [Source:NCBI gene;Acc:101798721]	101798721
ENSAPLG00020015323	lncRNA			NA
ENSAPLG00020015324	protein_coding			NA
ENSAPLG00020015325	protein_coding	PHGDH	phosphoglycerate dehydrogenase [Source:NCBI gene;Acc:101800594]	101800594
ENSAPLG00020015326	protein_coding			NA
ENSAPLG00020015327	protein_coding			NA
ENSAPLG00020015328	protein_coding	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]	NA
ENSAPLG00020015329	protein_coding			NA
ENSAPLG00020015330	protein_coding	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2 [Source:NCBI gene;Acc:101803934]	101803934
ENSAPLG00020015331	protein_coding			NA
ENSAPLG00020015332	protein_coding			NA
ENSAPLG00020015333	protein_coding	CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]	NA
ENSAPLG00020015334	protein_coding			NA
ENSAPLG00020015335	protein_coding			NA
ENSAPLG00020015336	lncRNA			NA
ENSAPLG00020015337	protein_coding	RAB27B	RAB27B, member RAS oncogene family [Source:NCBI gene;Acc:101793327]	101793327
ENSAPLG00020015338	protein_coding			NA
ENSAPLG00020015339	protein_coding			NA
ENSAPLG00020015340	protein_coding	PRCC	proline rich mitotic checkpoint control factor [Source:HGNC Symbol;Acc:HGNC:9343]	NA
ENSAPLG00020015341	protein_coding	HDGF	heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]	NA
ENSAPLG00020015342	protein_coding	ASXL2	ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]	NA
ENSAPLG00020015343	protein_coding			NA
ENSAPLG00020015344	protein_coding	MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	NA
ENSAPLG00020015345	protein_coding			NA
ENSAPLG00020015346	lncRNA			NA
ENSAPLG00020015347	protein_coding			NA
ENSAPLG00020015348	protein_coding			NA
ENSAPLG00020015349	protein_coding	STARD6	StAR related lipid transfer domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18066]	NA
ENSAPLG00020015350	protein_coding			NA
ENSAPLG00020015351	protein_coding	ZIC4	Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]	NA
ENSAPLG00020015352	protein_coding			NA
ENSAPLG00020015353	protein_coding			NA
ENSAPLG00020015354	protein_coding	POLI	DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]	NA
ENSAPLG00020015355	protein_coding	ZIC1	zinc finger protein ZIC 1 [Source:NCBI gene;Acc:101805470]	101805470
ENSAPLG00020015356	protein_coding	HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	NA
ENSAPLG00020015357	protein_coding	CPB1	carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]	NA
ENSAPLG00020015358	protein_coding	RHBG	Rh family B glycoprotein (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14572]	NA
ENSAPLG00020015359	miRNA			NA
ENSAPLG00020015360	lncRNA			NA
ENSAPLG00020015361	protein_coding	MBD2	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]	NA
ENSAPLG00020015362	protein_coding			NA
ENSAPLG00020015363	protein_coding			NA
ENSAPLG00020015364	protein_coding			NA
ENSAPLG00020015365	protein_coding	MEF2D	myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]	NA
ENSAPLG00020015366	protein_coding			NA
ENSAPLG00020015367	pseudogene			NA
ENSAPLG00020015368	protein_coding			NA
ENSAPLG00020015369	lncRNA			NA
ENSAPLG00020015370	protein_coding			NA
ENSAPLG00020015371	protein_coding			NA
ENSAPLG00020015372	protein_coding			NA
ENSAPLG00020015373	protein_coding	MEX3C	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	NA
ENSAPLG00020015374	protein_coding	IQGAP3	IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]	NA
ENSAPLG00020015375	protein_coding	BACE1	beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]	NA
ENSAPLG00020015376	protein_coding	SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	NA
ENSAPLG00020015377	protein_coding	PLPP6	phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]	NA
ENSAPLG00020015378	protein_coding	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:NCBI gene;Acc:110354686]	110354686
ENSAPLG00020015379	protein_coding	FAM78B	family with sequence similarity 78 member B [Source:NCBI gene;Acc:101800896]	101800896
ENSAPLG00020015380	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015381	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015382	protein_coding	PRDX6	peroxiredoxin 6 [Source:NCBI gene;Acc:101804478]	101804478
ENSAPLG00020015383	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015384	protein_coding	TADA1	transcriptional adaptor 1 [Source:NCBI gene;Acc:101802275]	101802275
ENSAPLG00020015385	lncRNA			NA
ENSAPLG00020015386	protein_coding			NA
ENSAPLG00020015387	protein_coding	TMEM214	transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]	NA
ENSAPLG00020015388	protein_coding			NA
ENSAPLG00020015389	protein_coding			NA
ENSAPLG00020015390	protein_coding	FASLG	Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]	NA
ENSAPLG00020015391	protein_coding			NA
ENSAPLG00020015392	protein_coding	MAPK4	mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]	NA
ENSAPLG00020015393	protein_coding		spindle and kinetochore associated complex subunit 1 [Source:NCBI gene;Acc:113840284]	113840284
ENSAPLG00020015394	protein_coding			NA
ENSAPLG00020015395	protein_coding	SUCO	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]	NA
ENSAPLG00020015396	protein_coding			NA
ENSAPLG00020015397	protein_coding			NA
ENSAPLG00020015398	protein_coding	AGBL5	ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]	NA
ENSAPLG00020015399	lncRNA			NA
ENSAPLG00020015400	protein_coding	EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	NA
ENSAPLG00020015401	protein_coding			NA
ENSAPLG00020015402	protein_coding	ATRAID	all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]	NA
ENSAPLG00020015403	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015404	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015405	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020015406	pseudogene			NA
ENSAPLG00020015407	protein_coding			NA
ENSAPLG00020015408	protein_coding			NA
ENSAPLG00020015409	pseudogene			NA
ENSAPLG00020015410	lncRNA			NA
ENSAPLG00020015411	pseudogene			NA
ENSAPLG00020015412	protein_coding	DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]	NA
ENSAPLG00020015413	protein_coding	FBXL22	F-box and leucine rich repeat protein 22 [Source:NCBI gene;Acc:110354186]	110354186
ENSAPLG00020015414	protein_coding	QRICH1	glutamine rich 1 [Source:NCBI gene;Acc:101805226]	101805226
ENSAPLG00020015415	protein_coding	IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	NA
ENSAPLG00020015416	protein_coding		musculoskeletal embryonic nuclear protein 1 [Source:NCBI gene;Acc:101800783]	101800783
ENSAPLG00020015417	protein_coding			NA
ENSAPLG00020015418	protein_coding			NA
ENSAPLG00020015419	protein_coding			NA
ENSAPLG00020015420	protein_coding			NA
ENSAPLG00020015421	protein_coding			NA
ENSAPLG00020015422	protein_coding			NA
ENSAPLG00020015423	protein_coding	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:NCBI gene;Acc:101803988]	101803988
ENSAPLG00020015424	protein_coding	EIF4E3	eukaryotic translation initiation factor 4E family member 3 [Source:NCBI gene;Acc:101793191]	101793191
ENSAPLG00020015425	protein_coding	MPV17	mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]	NA
ENSAPLG00020015426	protein_coding	GPR27	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]	NA
ENSAPLG00020015427	protein_coding	PROK2	prokineticin 2 [Source:NCBI gene;Acc:101792749]	101792749
ENSAPLG00020015428	protein_coding			NA
ENSAPLG00020015429	protein_coding	RYBP	RING1 and YY1 binding protein [Source:NCBI gene;Acc:101792332]	101792332
ENSAPLG00020015430	protein_coding	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]	NA
ENSAPLG00020015431	protein_coding	TRIM54	tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]	NA
ENSAPLG00020015432	protein_coding	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]	NA
ENSAPLG00020015433	miRNA			NA
ENSAPLG00020015434	protein_coding			NA
ENSAPLG00020015435	protein_coding			NA
ENSAPLG00020015436	protein_coding	GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]	NA
ENSAPLG00020015437	protein_coding	PPP4R2	protein phosphatase 4 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]	NA
ENSAPLG00020015438	protein_coding	ZNF414	zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630]	NA
ENSAPLG00020015439	protein_coding			NA
ENSAPLG00020015440	pseudogene			NA
ENSAPLG00020015441	protein_coding			NA
ENSAPLG00020015442	protein_coding	SFMBT1	Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]	NA
ENSAPLG00020015443	lncRNA			NA
ENSAPLG00020015444	protein_coding			NA
ENSAPLG00020015445	protein_coding	PRKCD	protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]	NA
ENSAPLG00020015446	protein_coding	MAT2B	methionine adenosyltransferase 2B [Source:NCBI gene;Acc:101799886]	101799886
ENSAPLG00020015447	protein_coding	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]	NA
ENSAPLG00020015448	protein_coding	HMMR	hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]	NA
ENSAPLG00020015449	protein_coding	NUDCD2	NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535]	NA
ENSAPLG00020015450	protein_coding			NA
ENSAPLG00020015451	protein_coding			NA
ENSAPLG00020015452	protein_coding	CCNG1	cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]	NA
ENSAPLG00020015453	protein_coding	HYAL1	hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]	NA
ENSAPLG00020015454	protein_coding	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]	NA
ENSAPLG00020015455	protein_coding	CNTN3	contactin 3 [Source:NCBI gene;Acc:101799817]	101799817
ENSAPLG00020015456	protein_coding	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1 [Source:NCBI gene;Acc:101805326]	101805326
ENSAPLG00020015457	protein_coding	GABRA6	gamma-aminobutyric acid type A receptor subunit alpha6 [Source:NCBI gene;Acc:101805125]	101805125
ENSAPLG00020015458	protein_coding	GABRB2	gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082]	NA
ENSAPLG00020015459	protein_coding	ATP10B	ATPase phospholipid transporting 10B (putative) [Source:HGNC Symbol;Acc:HGNC:13543]	NA
ENSAPLG00020015460	protein_coding			NA
ENSAPLG00020015461	protein_coding	ACER1	alkaline ceramidase 1 [Source:HGNC Symbol;Acc:HGNC:18356]	NA
ENSAPLG00020015462	protein_coding	PROS1	protein S [Source:NCBI gene;Acc:101791984]	101791984
ENSAPLG00020015463	protein_coding	MLLT1	MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]	NA
ENSAPLG00020015464	protein_coding	ACSBG2	acyl-CoA synthetase bubblegum family member 2 [Source:NCBI gene;Acc:101799889]	101799889
ENSAPLG00020015465	protein_coding	RFX2	regulatory factor X2 [Source:HGNC Symbol;Acc:HGNC:9983]	NA
ENSAPLG00020015466	protein_coding	ARL13B	ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419]	NA
ENSAPLG00020015467	protein_coding			NA
ENSAPLG00020015468	protein_coding	STX19	syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300]	NA
ENSAPLG00020015469	protein_coding	ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	NA
ENSAPLG00020015470	protein_coding	NSUN3	NOP2/Sun RNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:26208]	NA
ENSAPLG00020015471	protein_coding			NA
ENSAPLG00020015472	protein_coding			NA
ENSAPLG00020015473	protein_coding	ABCD3	ATP binding cassette subfamily D member 3 [Source:NCBI gene;Acc:101801649]	101801649
ENSAPLG00020015474	protein_coding			NA
ENSAPLG00020015475	protein_coding	EPHA6	EPH receptor A6 [Source:NCBI gene;Acc:101799177]	101799177
ENSAPLG00020015476	protein_coding	NRTN	neurturin [Source:HGNC Symbol;Acc:HGNC:8007]	NA
ENSAPLG00020015477	protein_coding	F3	coagulation factor III, tissue factor [Source:NCBI gene;Acc:101793475]	101793475
ENSAPLG00020015478	protein_coding			NA
ENSAPLG00020015479	protein_coding			NA
ENSAPLG00020015480	lncRNA			NA
ENSAPLG00020015481	protein_coding	HYAL2	hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	NA
ENSAPLG00020015482	protein_coding	TUSC2	tumor suppressor 2, mitochondrial calcium regulator [Source:NCBI gene;Acc:101795414]	101795414
ENSAPLG00020015483	protein_coding	ATCAY	ATCAY kinesin light chain interacting caytaxin [Source:HGNC Symbol;Acc:HGNC:779]	NA
ENSAPLG00020015484	protein_coding	RASSF1	Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]	NA
ENSAPLG00020015485	protein_coding	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	NA
ENSAPLG00020015486	protein_coding	SLC44A3	solute carrier family 44 member 3 [Source:NCBI gene;Acc:101801976]	101801976
ENSAPLG00020015487	protein_coding	ARL6	ADP ribosylation factor like GTPase 6 [Source:NCBI gene;Acc:101804082]	101804082
ENSAPLG00020015488	protein_coding			NA
ENSAPLG00020015489	protein_coding	ZMYND10	zinc finger MYND-type containing 10 [Source:NCBI gene;Acc:101795609]	101795609
ENSAPLG00020015490	protein_coding	RIOX2	ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]	NA
ENSAPLG00020015491	protein_coding	CYB561D2	cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253]	NA
ENSAPLG00020015492	processed_pseudogene			NA
ENSAPLG00020015493	protein_coding	TMEM115	transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055]	NA
ENSAPLG00020015494	protein_coding	GABRR3	gamma-aminobutyric acid type A receptor subunit rho3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:17969]	NA
ENSAPLG00020015495	protein_coding			NA
ENSAPLG00020015496	protein_coding	CNN3	calponin 3 [Source:NCBI gene;Acc:101802298]	101802298
ENSAPLG00020015496	protein_coding	CNN3	calponin 3 [Source:NCBI gene;Acc:101802298]	106016835
ENSAPLG00020015497	protein_coding	DCAF6	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]	NA
ENSAPLG00020015498	protein_coding	RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	NA
ENSAPLG00020015499	protein_coding			NA
ENSAPLG00020015500	rRNA			NA
ENSAPLG00020015501	protein_coding			NA
ENSAPLG00020015502	processed_pseudogene			NA
ENSAPLG00020015503	protein_coding		transmembrane protein 56-B [Source:NCBI gene;Acc:101802620]	101802620
ENSAPLG00020015504	protein_coding			NA
ENSAPLG00020015505	protein_coding			NA
ENSAPLG00020015506	protein_coding	HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	NA
ENSAPLG00020015507	protein_coding			NA
ENSAPLG00020015508	protein_coding	MPC2	mitochondrial pyruvate carrier 2 [Source:NCBI gene;Acc:101799738]	101799738
ENSAPLG00020015509	protein_coding	RWDD3	RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]	NA
ENSAPLG00020015510	protein_coding			NA
ENSAPLG00020015511	protein_coding	SHISA3	shisa family member 3 [Source:NCBI gene;Acc:101800163]	101800163
ENSAPLG00020015512	protein_coding			NA
ENSAPLG00020015513	protein_coding	HAL	histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]	NA
