ensembl_transcript_id	transcript_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLT00020020725	protein_coding	KLHL38	kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]	NA
ENSAPLT00020020726	pseudogene			NA
ENSAPLT00020020727	lncRNA			NA
ENSAPLT00020020728	protein_coding	TNRC18	trinucleotide repeat containing 18 [Source:NCBI gene;Acc:101790599]	101790599
ENSAPLT00020020729	protein_coding	FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	NA
ENSAPLT00020020730	protein_coding			NA
ENSAPLT00020020731	protein_coding	FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	NA
ENSAPLT00020020732	protein_coding			NA
ENSAPLT00020020733	protein_coding	NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	NA
ENSAPLT00020020734	protein_coding			NA
ENSAPLT00020020735	protein_coding			NA
ENSAPLT00020020736	protein_coding		solute carrier family 32 member 1 [Source:NCBI gene;Acc:101790712]	101790712
ENSAPLT00020020737	protein_coding	NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	NA
ENSAPLT00020020738	protein_coding	ARHGAP40	Rho GTPase activating protein 40 [Source:NCBI gene;Acc:101804252]	101804252
ENSAPLT00020020739	protein_coding			NA
ENSAPLT00020020740	protein_coding			NA
ENSAPLT00020020741	protein_coding	TNRC18	trinucleotide repeat containing 18 [Source:NCBI gene;Acc:101790599]	101790599
ENSAPLT00020020742	protein_coding			NA
ENSAPLT00020020743	protein_coding			NA
ENSAPLT00020020744	protein_coding			NA
ENSAPLT00020020745	protein_coding	ACTR5	actin related protein 5 [Source:HGNC Symbol;Acc:HGNC:14671]	NA
ENSAPLT00020020747	protein_coding	PPP1R16B	protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]	NA
ENSAPLT00020020748	protein_coding	TNRC18	trinucleotide repeat containing 18 [Source:NCBI gene;Acc:101790599]	101790599
ENSAPLT00020020749	protein_coding			NA
ENSAPLT00020020750	protein_coding			NA
ENSAPLT00020020751	protein_coding	DHX35	DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]	NA
ENSAPLT00020020752	protein_coding	TNRC18	trinucleotide repeat containing 18 [Source:NCBI gene;Acc:101790599]	101790599
ENSAPLT00020020753	protein_coding	MAFB	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]	NA
ENSAPLT00020020754	lncRNA			NA
ENSAPLT00020020756	protein_coding	RPS6KA1	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	NA
ENSAPLT00020020757	pseudogene			NA
ENSAPLT00020020758	protein_coding	ZC3H10	zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25893]	NA
ENSAPLT00020020759	protein_coding			NA
ENSAPLT00020020760	lncRNA			NA
ENSAPLT00020020761	lncRNA			NA
ENSAPLT00020020764	protein_coding		WD repeat domain, phosphoinositide interacting 2 [Source:NCBI gene;Acc:101790231]	101790231
ENSAPLT00020020765	protein_coding			NA
ENSAPLT00020020766	protein_coding		WD repeat domain, phosphoinositide interacting 2 [Source:NCBI gene;Acc:101790231]	101790231
ENSAPLT00020020767	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020769	protein_coding		WD repeat domain, phosphoinositide interacting 2 [Source:NCBI gene;Acc:101790231]	101790231
ENSAPLT00020020770	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020771	protein_coding	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]	NA
ENSAPLT00020020772	protein_coding	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]	NA
ENSAPLT00020020773	protein_coding		monocyte to macrophage differentiation associated 2 [Source:NCBI gene;Acc:101790032]	101790032
ENSAPLT00020020774	protein_coding		monocyte to macrophage differentiation associated 2 [Source:NCBI gene;Acc:101790032]	101790032
ENSAPLT00020020775	protein_coding	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]	NA
ENSAPLT00020020776	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	NA
ENSAPLT00020020777	protein_coding	ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	NA
ENSAPLT00020020778	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	NA
ENSAPLT00020020779	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	NA
ENSAPLT00020020780	protein_coding	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	NA
ENSAPLT00020020781	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	NA
ENSAPLT00020020782	protein_coding	RPS26	ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]	NA
ENSAPLT00020020783	protein_coding	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	NA
ENSAPLT00020020784	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	NA
ENSAPLT00020020785	protein_coding	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	NA
ENSAPLT00020020786	protein_coding	BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	NA
ENSAPLT00020020787	protein_coding	IKZF4	IKAROS family zinc finger 4 [Source:NCBI gene;Acc:101791562]	101791562
ENSAPLT00020020788	protein_coding	BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	NA
ENSAPLT00020020789	protein_coding	SUOX	sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]	NA
ENSAPLT00020020790	protein_coding	SUOX	sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]	NA
ENSAPLT00020020791	protein_coding	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]	NA
ENSAPLT00020020792	protein_coding	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	NA
ENSAPLT00020020793	protein_coding	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	NA
ENSAPLT00020020794	protein_coding	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	NA
ENSAPLT00020020795	protein_coding	COQ6	coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]	NA
ENSAPLT00020020796	protein_coding			NA
ENSAPLT00020020797	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020798	protein_coding	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	NA
ENSAPLT00020020800	protein_coding	GJB1	gap junction protein beta 1 [Source:NCBI gene;Acc:101794368]	101794368
ENSAPLT00020020801	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020803	protein_coding		gap junction alpha-3 protein-like [Source:NCBI gene;Acc:101799667]	101799667
ENSAPLT00020020804	protein_coding	COQ6	coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]	NA
ENSAPLT00020020805	protein_coding	FAM161B	FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854]	NA
ENSAPLT00020020806	protein_coding	ZNF410	zinc finger protein 410 [Source:NCBI gene;Acc:101793592]	101793592
ENSAPLT00020020807	protein_coding	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]	NA
ENSAPLT00020020808	protein_coding			NA
ENSAPLT00020020809	protein_coding	RAB5B	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]	NA
ENSAPLT00020020810	protein_coding			NA
ENSAPLT00020020811	protein_coding	RAB5B	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]	NA
ENSAPLT00020020812	protein_coding	FBXO33	F-box protein 33 [Source:HGNC Symbol;Acc:HGNC:19833]	NA
ENSAPLT00020020813	protein_coding	PLCG1	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]	NA
ENSAPLT00020020814	protein_coding		pituitary homeobox 3 [Source:NCBI gene;Acc:101795019]	101795019
ENSAPLT00020020815	protein_coding	PLCG1	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]	NA
ENSAPLT00020020816	protein_coding	DGKA	diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]	NA
ENSAPLT00020020817	protein_coding			NA
ENSAPLT00020020818	protein_coding			NA
ENSAPLT00020020819	protein_coding	PYM1	PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]	NA
ENSAPLT00020020820	protein_coding		elongation of very long chain fatty acids protein 6 [Source:NCBI gene;Acc:101800182]	101800182
ENSAPLT00020020821	protein_coding	RNF111	ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]	NA
ENSAPLT00020020822	protein_coding			NA
ENSAPLT00020020823	protein_coding	ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]	NA
ENSAPLT00020020824	protein_coding			NA
ENSAPLT00020020825	protein_coding			NA
ENSAPLT00020020826	protein_coding			NA
ENSAPLT00020020827	protein_coding			NA
ENSAPLT00020020828	protein_coding	ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]	NA
ENSAPLT00020020829	protein_coding	RNF111	ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]	NA
ENSAPLT00020020830	protein_coding			NA
ENSAPLT00020020831	protein_coding			NA
ENSAPLT00020020832	protein_coding			NA
ENSAPLT00020020833	protein_coding	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2 [Source:HGNC Symbol;Acc:HGNC:16037]	NA
ENSAPLT00020020834	protein_coding			NA
ENSAPLT00020020835	protein_coding	TRAPPC6B	trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]	NA
ENSAPLT00020020836	protein_coding	GEMIN2	gem nuclear organelle associated protein 2 [Source:NCBI gene;Acc:101796623]	101796623
ENSAPLT00020020837	protein_coding		lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]	NA
ENSAPLT00020020838	lncRNA			NA
ENSAPLT00020020839	protein_coding	SEC23A	Sec23 homolog A, COPII coat complex component [Source:NCBI gene;Acc:101793104]	101793104
ENSAPLT00020020840	protein_coding	CCNB2	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	NA
ENSAPLT00020020841	protein_coding			NA
ENSAPLT00020020843	protein_coding	CLEC14A	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]	NA
ENSAPLT00020020844	protein_coding	SSTR1	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	NA
ENSAPLT00020020846	lncRNA			NA
ENSAPLT00020020847	pseudogene			NA
ENSAPLT00020020848	protein_coding	SARNP	SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]	NA
ENSAPLT00020020850	protein_coding			NA
ENSAPLT00020020851	lncRNA			NA
ENSAPLT00020020852	protein_coding			NA
ENSAPLT00020020853	lncRNA			NA
ENSAPLT00020020854	protein_coding	MYO1E	myosin IE [Source:NCBI gene;Acc:101796055]	101796055
ENSAPLT00020020855	protein_coding		ATP binding cassette subfamily C member 3 [Source:NCBI gene;Acc:101802357]	101802357
ENSAPLT00020020856	protein_coding	LSG1	large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]	NA
ENSAPLT00020020857	protein_coding	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]	NA
ENSAPLT00020020858	protein_coding	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]	NA
ENSAPLT00020020859	protein_coding	RPN2	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	NA
ENSAPLT00020020860	protein_coding	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]	NA
ENSAPLT00020020861	protein_coding			NA
ENSAPLT00020020862	protein_coding	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]	NA
ENSAPLT00020020863	protein_coding	FAM43A	family with sequence similarity 43 member A [Source:NCBI gene;Acc:106015344]	106015344
ENSAPLT00020020864	protein_coding			NA
ENSAPLT00020020865	protein_coding	GHRH	growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265]	NA
ENSAPLT00020020866	protein_coding	MYO1E	myosin IE [Source:NCBI gene;Acc:101796055]	101796055
ENSAPLT00020020867	protein_coding	ANKRD40	ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]	NA
ENSAPLT00020020868	protein_coding	TM9SF3	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]	NA
ENSAPLT00020020869	protein_coding	MANBAL	mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]	NA
ENSAPLT00020020870	protein_coding	AP5Z1	adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197]	NA
ENSAPLT00020020871	lncRNA			NA
ENSAPLT00020020872	protein_coding	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:NCBI gene;Acc:101805320]	101805320
ENSAPLT00020020873	protein_coding	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:NCBI gene;Acc:101805320]	101805320
ENSAPLT00020020874	protein_coding	MYO1E	myosin IE [Source:NCBI gene;Acc:101796055]	101796055
ENSAPLT00020020875	protein_coding			NA
ENSAPLT00020020876	protein_coding	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:NCBI gene;Acc:101805320]	101805320
ENSAPLT00020020877	protein_coding	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:NCBI gene;Acc:101797249]	101797249
ENSAPLT00020020878	protein_coding	FOXK1	forkhead box K1 [Source:NCBI gene;Acc:101789480]	101789480
ENSAPLT00020020879	protein_coding		tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]	NA
ENSAPLT00020020880	protein_coding		ankyrin repeat domain-containing protein 40 [Source:NCBI gene;Acc:101789398]	101789398
ENSAPLT00020020881	protein_coding	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:NCBI gene;Acc:101797249]	101797249
ENSAPLT00020020882	protein_coding	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]	NA
ENSAPLT00020020883	protein_coding		tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]	NA
ENSAPLT00020020884	protein_coding	TOB1	transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]	NA
ENSAPLT00020020885	protein_coding	PIGT	phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]	NA
ENSAPLT00020020886	protein_coding	FAM81A	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	NA
ENSAPLT00020020887	protein_coding			NA
ENSAPLT00020020888	protein_coding	FAM81A	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	NA
ENSAPLT00020020889	protein_coding			NA
ENSAPLT00020020890	protein_coding	DBNDD2	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]	NA
ENSAPLT00020020891	lncRNA			NA
ENSAPLT00020020892	protein_coding	SPAG9	sperm associated antigen 9 [Source:NCBI gene;Acc:101803043]	101803043
ENSAPLT00020020893	protein_coding	XXYLT1	xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639]	NA
ENSAPLT00020020894	lncRNA			NA
ENSAPLT00020020895	protein_coding	XXYLT1	xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639]	NA
ENSAPLT00020020896	protein_coding		cholinergic receptor nicotinic alpha 7 subunit [Source:NCBI gene;Acc:101795859]	101795859
ENSAPLT00020020897	protein_coding	SPAG9	sperm associated antigen 9 [Source:NCBI gene;Acc:101803043]	101803043
ENSAPLT00020020898	protein_coding	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]	NA
ENSAPLT00020020899	protein_coding	SPAG9	sperm associated antigen 9 [Source:NCBI gene;Acc:101803043]	101803043
ENSAPLT00020020900	protein_coding	THSD4	thrombospondin type 1 domain containing 4 [Source:NCBI gene;Acc:101792001]	101792001
ENSAPLT00020020901	protein_coding	THSD4	thrombospondin type 1 domain containing 4 [Source:NCBI gene;Acc:101792001]	101792001
ENSAPLT00020020902	protein_coding	SPAG9	sperm associated antigen 9 [Source:NCBI gene;Acc:101803043]	101803043
ENSAPLT00020020903	protein_coding			NA
ENSAPLT00020020904	protein_coding	LRRC49	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	NA
ENSAPLT00020020905	protein_coding	NME1	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]	NA
ENSAPLT00020020906	protein_coding		D-beta-hydroxybutyrate dehydrogenase, mitochondrial [Source:NCBI gene;Acc:101797047]	101797047
ENSAPLT00020020907	protein_coding	NME2	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]	NA
ENSAPLT00020020908	protein_coding		D-beta-hydroxybutyrate dehydrogenase, mitochondrial [Source:NCBI gene;Acc:101797047]	101797047
ENSAPLT00020020909	protein_coding	LARP6	La ribonucleoprotein 6, translational regulator [Source:HGNC Symbol;Acc:HGNC:24012]	NA
ENSAPLT00020020910	protein_coding		D-beta-hydroxybutyrate dehydrogenase, mitochondrial [Source:NCBI gene;Acc:101797047]	101797047
ENSAPLT00020020911	protein_coding	ADAL	adenosine deaminase like [Source:NCBI gene;Acc:101795477]	101795477
ENSAPLT00020020912	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020913	protein_coding	MBTD1	mbt domain containing 1 [Source:NCBI gene;Acc:101804146]	101804146
ENSAPLT00020020914	protein_coding	BDH1	3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]	NA
ENSAPLT00020020915	protein_coding	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	NA
ENSAPLT00020020916	protein_coding	MBTD1	mbt domain containing 1 [Source:NCBI gene;Acc:101804146]	101804146
ENSAPLT00020020917	protein_coding	TM2D3	TM2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24128]	NA
ENSAPLT00020020918	protein_coding	HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	NA
ENSAPLT00020020919	protein_coding	MBTD1	mbt domain containing 1 [Source:NCBI gene;Acc:101804146]	101804146
ENSAPLT00020020920	protein_coding			NA
ENSAPLT00020020921	protein_coding	TARS3	threonyl-tRNA synthetase 3 [Source:HGNC Symbol;Acc:HGNC:24728]	NA
ENSAPLT00020020922	protein_coding	UTP18	UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]	NA
ENSAPLT00020020924	protein_coding	CA10	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]	NA
ENSAPLT00020020925	protein_coding			NA
ENSAPLT00020020927	protein_coding			NA
ENSAPLT00020020928	protein_coding	GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	NA
ENSAPLT00020020929	protein_coding	TOM1L1	target of myb1 like 1 membrane trafficking protein [Source:NCBI gene;Acc:101789953]	101789953
ENSAPLT00020020930	protein_coding	TJP1	tight junction protein 1 [Source:NCBI gene;Acc:101791291]	101791291
ENSAPLT00020020932	protein_coding			NA
ENSAPLT00020020933	protein_coding	TOM1L1	target of myb1 like 1 membrane trafficking protein [Source:NCBI gene;Acc:101789953]	101789953
ENSAPLT00020020934	protein_coding			NA
ENSAPLT00020020935	protein_coding	COX11	cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]	NA
ENSAPLT00020020936	protein_coding	TJP1	tight junction protein 1 [Source:NCBI gene;Acc:101791291]	101791291
ENSAPLT00020020937	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	NA
ENSAPLT00020020938	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	NA
ENSAPLT00020020939	protein_coding			NA
ENSAPLT00020020941	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	NA
ENSAPLT00020020942	lncRNA			NA
ENSAPLT00020020943	lncRNA			NA
ENSAPLT00020020945	lncRNA			NA
ENSAPLT00020020946	protein_coding			NA
ENSAPLT00020020947	lncRNA			NA
ENSAPLT00020020948	protein_coding	TJP1	tight junction protein 1 [Source:NCBI gene;Acc:101791291]	101791291
ENSAPLT00020020949	lncRNA			NA
ENSAPLT00020020950	lncRNA			NA
ENSAPLT00020020951	protein_coding	HLF	HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]	NA
ENSAPLT00020020952	protein_coding			NA
ENSAPLT00020020953	protein_coding	TJP1	tight junction protein 1 [Source:NCBI gene;Acc:101791291]	101791291
ENSAPLT00020020954	protein_coding	MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	NA
ENSAPLT00020020955	protein_coding			NA
ENSAPLT00020020956	protein_coding			NA
ENSAPLT00020020957	protein_coding	MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	NA
ENSAPLT00020020958	protein_coding	GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	NA
ENSAPLT00020020959	protein_coding	GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	NA
ENSAPLT00020020960	protein_coding			NA
ENSAPLT00020020961	protein_coding	MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	NA
ENSAPLT00020020962	protein_coding			NA
ENSAPLT00020020963	protein_coding	TJP1	tight junction protein 1 [Source:NCBI gene;Acc:101791291]	101791291
ENSAPLT00020020964	protein_coding	PCTP	phosphatidylcholine transfer protein [Source:NCBI gene;Acc:101795049]	101795049
ENSAPLT00020020965	protein_coding	OTOS	otospiralin [Source:HGNC Symbol;Acc:HGNC:22644]	NA
ENSAPLT00020020966	protein_coding			NA
ENSAPLT00020020967	protein_coding		COP9 signalosome subunit 9 [Source:NCBI gene;Acc:113844440]	113844440
ENSAPLT00020020968	protein_coding	NOG	noggin [Source:NCBI gene;Acc:101796147]	101796147
ENSAPLT00020020969	protein_coding		Anas platyrhynchos adiponectin, C1Q and collagen domain containing (ADIPOQ), mRNA. [Source:RefSeq mRNA;Acc:NM_001310788]	101803075
ENSAPLT00020020970	protein_coding	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]	NA
ENSAPLT00020020971	protein_coding			NA
ENSAPLT00020020974	protein_coding			NA
ENSAPLT00020020975	protein_coding			NA
ENSAPLT00020020976	protein_coding		G-protein coupled receptor 35 [Source:NCBI gene;Acc:101803193]	101803193
ENSAPLT00020020977	lncRNA			NA
ENSAPLT00020020978	protein_coding	SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	NA
ENSAPLT00020020979	protein_coding	GPR55	G protein-coupled receptor 55 [Source:NCBI gene;Acc:101805422]	101805422
ENSAPLT00020020980	lncRNA			NA
ENSAPLT00020020981	protein_coding			NA
ENSAPLT00020020982	protein_coding	SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	NA
ENSAPLT00020020987	protein_coding	FAM189A1	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	NA
ENSAPLT00020020991	protein_coding	FAM189A1	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	NA
ENSAPLT00020020992	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020020993	protein_coding	ITM2C	integral membrane protein 2C [Source:NCBI gene;Acc:101802329]	101802329
ENSAPLT00020020994	protein_coding	SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	NA
ENSAPLT00020020995	protein_coding	UBE2V2	ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]	NA
ENSAPLT00020020996	protein_coding	FAM189A1	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	NA
ENSAPLT00020020997	protein_coding			NA
ENSAPLT00020020998	protein_coding	CAB39	calcium binding protein 39 [Source:NCBI gene;Acc:101802136]	101802136
ENSAPLT00020020999	protein_coding	SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	NA
ENSAPLT00020021000	protein_coding		transcription cofactor HES-6 [Source:NCBI gene;Acc:110354299]	110354299
ENSAPLT00020021001	protein_coding	TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	NA
ENSAPLT00020021002	lncRNA			NA
ENSAPLT00020021003	lncRNA			NA
ENSAPLT00020021004	lncRNA			NA
ENSAPLT00020021005	lncRNA			NA
ENSAPLT00020021006	lncRNA			NA
ENSAPLT00020021007	protein_coding		snail family transcriptional repressor 2 [Source:NCBI gene;Acc:101804065]	101804065
ENSAPLT00020021008	protein_coding	CARD11	caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]	NA
ENSAPLT00020021009	protein_coding	APBA2	amyloid beta precursor protein binding family A member 2 [Source:NCBI gene;Acc:101790882]	101790882
ENSAPLT00020021010	protein_coding	SNTG1	syntrophin gamma 1 [Source:NCBI gene;Acc:101804426]	101804426
ENSAPLT00020021011	protein_coding	APBA2	amyloid beta precursor protein binding family A member 2 [Source:NCBI gene;Acc:101790882]	101790882
ENSAPLT00020021012	protein_coding	ZAR1	zygote arrest 1 [Source:HGNC Symbol;Acc:HGNC:20436]	NA
ENSAPLT00020021013	protein_coding	ZAR1	zygote arrest 1 [Source:HGNC Symbol;Acc:HGNC:20436]	NA
ENSAPLT00020021014	protein_coding	GNA12	G protein subunit alpha 12 [Source:NCBI gene;Acc:101798445]	101798445
ENSAPLT00020021015	protein_coding	APBA2	amyloid beta precursor protein binding family A member 2 [Source:NCBI gene;Acc:101790882]	101790882
